"Metabolites","class","PC1","PC2","PC3","PC4","PC5"
"TG(18:1_36:6)","Triacylglycerols",-0.03071,0.028846,-0.053181,-0.027057,-0.024801
"TG(18:0_32:1)","Triacylglycerols",-0.030707,0.078106,-0.024738,-0.0043217,0.052917
"TG(16:0_35:1)","Triacylglycerols",-0.030458,0.015006,-0.044571,0.0029114,-0.048237
"DG(18:0_20:4)","Diacylglycerols",0.030129,0.033322,0.02369,0.015823,0.024729
"TG(18:0_36:1)","Triacylglycerols",-0.03003,-0.013346,0.078787,-0.021718,0.031249
"TG(18:0_36:4)","Triacylglycerols",0.0298,0.093814,0.0045052,0.010273,-0.0099659
"TG(17:1_36:4)","Triacylglycerols",0.029674,0.0067003,-0.076194,-0.052369,0.010667
"TG(14:0_39:3)","Triacylglycerols",-0.029654,-0.022393,0.0072441,0.00067374,0.019206
"Hex3Cer(d18:1/26:1)","Glycosylceramides",0.029632,0.010441,0.0457,-0.076013,0.022912
"GLCAS","Bile Acids",0.029612,0.03203,-0.026531,0.030192,0.059607
"TG(16:0_38:2)","Triacylglycerols",-0.029484,0.082442,0.039766,-0.0033018,-0.024661
"C16:2-OH","Acylcarnitines",0.029299,0.04729,-0.072406,-0.062744,0.060496
"TG(16:0_36:6)","Triacylglycerols",-0.029171,0.031953,-0.043635,-0.034707,-0.021376
"TG(20:1_32:1)","Triacylglycerols",-0.029163,0.042182,0.066024,-0.064403,-0.016891
"TG(17:0_34:2)","Triacylglycerols",-0.029146,0.051185,0.0088059,-0.0047805,0.036139
"DG(18:2_18:2)","Diacylglycerols",0.029002,0.0244,-0.049071,0.019728,-0.091485
"PC aa C24:0","Glycerophospholipids",0.028465,0.029762,0.029754,-0.082912,-0.016418
"CE(22:1)","Cholesterol Esters",-0.028056,-0.037832,0.031227,-0.049101,-0.062726
"DG(21:0_22:6)","Diacylglycerols",-0.028052,-0.059813,-0.012553,0.024056,-0.039467
"TG(18:1_32:2)","Triacylglycerols",0.027979,0.054655,-0.026813,0.051841,-0.053496
"TG(18:1_30:0)","Triacylglycerols",0.027973,0.046652,-0.0058653,-0.085622,0.030078
"TG(17:1_38:5)","Triacylglycerols",0.02795,0.024667,0.058128,0.0010153,-0.056173
"TG(18:2_30:0)","Triacylglycerols",0.027847,0.055334,-0.02302,0.090138,-0.044731
"TG(16:0_32:1)","Triacylglycerols",-0.027725,0.087299,-0.018251,-0.03836,0.025904
"DG(14:0_20:0)","Diacylglycerols",-0.027714,0.012179,0.022538,0.010203,-0.12086
"TG(20:4_30:0)","Triacylglycerols",0.02743,-0.047468,0.027991,0.046576,0.063514
"TG(18:2_33:1)","Triacylglycerols",0.027206,0.029265,0.013723,-0.0024565,-0.045778
"HipAcid","Carboxylic Acids",0.027166,0.017315,0.064612,0.081,0.0069823
"C16:2","Acylcarnitines",0.027088,0.027097,-0.085002,-0.051387,0.04504
"Cer(d16:1/24:0)","Ceramides",-0.027032,-0.030752,0.038215,0.014949,0.022193
"TG(17:0_36:4)","Triacylglycerols",-0.027002,0.056223,0.062939,-0.010926,-0.088542
"TG(18:1_36:5)","Triacylglycerols",-0.02688,0.049234,-0.022794,0.07966,-0.0076837
"TG(16:0_33:1)","Triacylglycerols",-0.026821,-0.045154,0.03478,-0.073386,-0.019853
"C12","Acylcarnitines",0.026755,0.011966,-0.025913,-0.086691,0.049971
"DG(17:0_17:1)","Diacylglycerols",-0.02661,0.012682,0.043214,0.031569,-0.045875
"TG(18:2_36:5)","Triacylglycerols",-0.026454,0.037617,0.0085636,0.036631,-0.10647
"TG(18:0_38:7)","Triacylglycerols",0.02641,0.038594,0.031251,-0.0013923,-0.059832
"CDCA","Bile Acids",0.026378,-0.022182,0.027852,0.0016804,0.077727
"DiCA(12:0)","Carboxylic Acids",0.026355,-0.023,0.025003,-0.04622,-0.039178
"5-AVA","Aminoacids Related",0.026173,0.028886,0.048338,0.0534,-0.00022467
"DG(16:0_20:0)","Diacylglycerols",0.026126,0.064304,0.038913,0.028618,0.030051
"TG(20:4_34:0)","Triacylglycerols",0.026014,0.043728,-0.027852,0.056601,-0.05091
"DG(18:1_22:6)","Diacylglycerols",-0.025963,0.021644,0.021,-0.0012592,-0.11817
"TG(17:0_34:1)","Triacylglycerols",-0.025878,0.040402,0.04957,0.052975,-0.078576
"CE(18:3)","Cholesterol Esters",0.025769,-0.015224,-0.027956,-0.066785,0.041498
"TG(17:1_34:1)","Triacylglycerols",-0.025677,0.066038,0.052948,-0.038147,-0.023048
"TG(18:2_33:0)","Triacylglycerols",-0.025642,0.057292,0.031727,-0.02423,-0.074918
"CA","Bile Acids",0.025627,-0.0077918,0.0002759,0.020392,-0.0089373
"TG(14:0_36:2)","Triacylglycerols",0.025199,0.059262,-0.021846,0.059617,0.024296
"TG(17:0_34:3)","Triacylglycerols",-0.025179,0.058086,0.013923,0.0091651,-0.057225
"Cortisol","Hormones",-0.025117,-0.040276,-0.011588,0.024511,-0.025972
"TG(17:0_36:3)","Triacylglycerols",-0.024961,0.046487,-0.0084005,0.036973,0.016532
"TG(16:1_34:0)","Triacylglycerols",-0.024819,0.074961,0.026123,-0.0050408,-0.036559
"TG(17:1_34:3)","Triacylglycerols",-0.024781,0.035811,0.036382,-0.0012128,-0.0079864
"C12-DC","Acylcarnitines",-0.024774,0.030862,-0.011674,-0.040005,-0.021942
"TG(18:2_34:4)","Triacylglycerols",-0.024656,0.061335,0.022738,-0.073461,-0.041085
"TG(20:3_32:0)","Triacylglycerols",-0.024428,0.04519,-0.0086847,-0.059649,0.00072111
"TG(17:2_34:2)","Triacylglycerols",0.02441,0.072068,-0.0033897,0.017719,0.0074591
"Cortisone","Hormones",0.024191,0.036246,-0.037196,0.03846,-0.02358
"TG(14:0_32:2)","Triacylglycerols",-0.024158,0.02188,-0.0048269,0.080949,0.054834
"TG(18:2_34:2)","Triacylglycerols",0.024039,0.074323,-0.023858,-0.0064584,0.070575
"CE(20:1)","Cholesterol Esters",-0.024037,0.040151,0.069997,0.012096,0.060579
"Cer(d18:2/18:1)","Ceramides",0.023916,0.017386,0.053179,-0.095086,-0.026826
"C9","Acylcarnitines",-0.023901,0.031649,-0.025295,0.044416,-0.098391
"TG(22:4_34:2)","Triacylglycerols",0.023785,0.05687,0.040909,-0.034619,0.050337
"Hex2Cer(d18:1/26:1)","Glycosylceramides",0.023628,-0.023718,0.090636,-0.030491,0.024185
"DG(14:1_18:1)","Diacylglycerols",0.023435,-0.047223,-0.013261,-0.0068964,-0.071758
"TG(20:4_34:3)","Triacylglycerols",-0.02341,0.046791,0.010874,-0.024932,0.070073
"TG(18:3_33:2)","Triacylglycerols",-0.023095,0.012384,0.046783,-0.054774,0.021368
"TG(20:3_36:5)","Triacylglycerols",0.023036,-0.058171,0.036051,-0.05972,-0.0025382
"C3-OH","Acylcarnitines",-0.02295,0.011089,-0.0058687,-0.031013,-0.088914
"DG(18:1_18:3)","Diacylglycerols",-0.022839,-0.030483,-0.079825,-0.047395,-0.057174
"TG(20:5_34:0)","Triacylglycerols",-0.022783,-0.00038169,0.0069052,-0.04365,0.032338
"TG(20:1_34:0)","Triacylglycerols",-0.022764,0.066417,-0.0015911,-0.020401,-0.0037497
"TG(18:0_32:2)","Triacylglycerols",-0.022604,0.04977,-0.017378,0.079405,-0.0041852
"TG(18:0_30:1)","Triacylglycerols",-0.022591,0.018492,-0.0039014,-0.071117,0.052578
"TG(20:2_34:2)","Triacylglycerols",-0.022302,0.051915,-0.016954,0.082904,0.017993
"TG(16:1_32:1)","Triacylglycerols",-0.021958,0.06218,0.043324,-0.036677,0.0030445
"TG(20:2_32:0)","Triacylglycerols",-0.021714,0.050117,0.035126,-0.038083,0.00070819
"TG(22:1_32:5)","Triacylglycerols",-0.02166,0.019663,0.0081861,-0.097969,-0.045249
"TG(22:6_34:2)","Triacylglycerols",0.02165,0.085043,0.013301,0.034686,-0.029398
"TG(17:1_32:1)","Triacylglycerols",-0.021603,0.05649,0.0085943,-0.049002,0.002039
"TG(22:3_30:2)","Triacylglycerols",-0.021264,0.048046,-0.040112,0.00058365,-0.016141
"TG(20:4_33:2)","Triacylglycerols",-0.021141,0.042577,0.014165,-0.0021445,0.023902
"p-Cresol-SO4","Cresols",0.021095,-0.0029953,-0.038163,0.075943,0.017343
"TG(20:3_34:0)","Triacylglycerols",-0.020961,0.068927,0.016076,-0.025218,0.050081
"CE(22:6)","Cholesterol Esters",-0.020809,0.059065,-0.008872,-0.029972,-0.0068212
"CE(22:0)","Cholesterol Esters",-0.020678,0.048141,-0.026323,0.00037178,0.007909
"TG(18:3_38:5)","Triacylglycerols",-0.020606,0.012051,-0.020948,0.052471,0.013675
"TG(17:0_32:1)","Triacylglycerols",-0.02054,-0.028752,0.016009,-0.048077,-0.034091
"TG(14:0_36:4)","Triacylglycerols",0.020124,0.074424,0.030631,0.019352,0.048326
"DG(18:2_18:4)","Diacylglycerols",0.020019,-0.018335,0.054402,-0.046022,0.064688
"Putrescine","Biogenic Amines",0.019999,-0.0014524,0.066243,-0.06613,0.0733
"TG(22:5_32:1)","Triacylglycerols",0.01988,0.015425,-0.0047963,-0.031956,-0.031955
"TG(18:1_34:3)","Triacylglycerols",0.019593,0.079127,-0.060822,0.031745,0.033413
"TG(18:2_30:1)","Triacylglycerols",0.019588,0.022038,0.06363,-0.0089247,-0.0061899
"TG(20:5_34:1)","Triacylglycerols",-0.019162,0.059151,0.023087,0.0050796,-0.0022542
"TG(16:0_34:0)","Triacylglycerols",-0.019135,0.07436,0.020293,0.0037841,-0.032979
"TG(17:2_38:6)","Triacylglycerols",-0.019057,0.010854,-0.017275,0.087012,-0.080865
"TG(18:2_34:1)","Triacylglycerols",0.018868,0.074069,-0.067348,0.016148,0.02709
"TG(14:0_34:0)","Triacylglycerols",-0.018764,0.042999,0.065315,0.0021797,0.058223
"TG(20:2_36:5)","Triacylglycerols",-0.018756,-0.016209,0.075961,-0.039164,-0.018818
"CE(15:1)","Cholesterol Esters",0.018719,0.069529,0.018348,0.017663,-0.061057
"TG(17:2_36:2)","Triacylglycerols",0.018705,0.026087,-0.040278,-0.032486,-0.073307
"TG(14:0_35:1)","Triacylglycerols",-0.018624,-0.014623,-0.028256,0.020263,-0.025901
"TG(18:0_36:2)","Triacylglycerols",-0.01822,0.08371,-0.018667,0.028314,0.032502
"TG(18:1_36:2)","Triacylglycerols",-0.018149,0.075045,0.010246,-0.0021661,0.032263
"3-IPA","Indoles Derivatives",0.018023,0.015958,0.034112,-0.07781,0.013464
"TG(18:1_32:3)","Triacylglycerols",-0.017948,0.061413,0.05547,-0.032731,0.0040733
"TG(18:0_38:6)","Triacylglycerols",-0.017706,0.066647,0.046561,-0.013033,0.020199
"TG(20:4_36:5)","Triacylglycerols",0.017391,-0.060162,0.058901,0.029306,-0.054858
"C14:2","Acylcarnitines",0.01733,0.021226,-0.08805,-0.040938,0.054909
"TG(18:1_26:0)","Triacylglycerols",-0.017168,0.0081234,0.01899,0.083505,0.04678
"DG(16:0_20:3)","Diacylglycerols",0.017022,0.0055974,0.015794,0.0029284,-0.058093
"DG(18:3_18:3)","Diacylglycerols",-0.016991,0.01776,0.053889,0.015927,-0.089821
"Cer(d16:1/23:0)","Ceramides",-0.016794,0.024136,0.04725,-0.055545,-0.016602
"TG(16:1_38:4)","Triacylglycerols",0.016732,0.019672,-0.017078,0.05082,-0.058159
"TG(22:2_32:4)","Triacylglycerols",-0.016656,-0.0014744,0.046154,-0.058714,-0.10581
"Cer(d18:0/26:1)","Dihydroceramides",-0.016557,-0.032899,0.034632,-0.038673,-0.051589
"TG(16:0_40:7)","Triacylglycerols",-0.016505,-0.010859,0.028558,-0.074518,-0.016984
"TG(22:5_34:3)","Triacylglycerols",-0.016439,0.036214,0.0022597,0.015528,-0.083783
"TG(18:2_36:2)","Triacylglycerols",-0.016226,0.080231,-0.043153,0.0019747,0.0048043
"TG(16:0_32:3)","Triacylglycerols",-0.016111,0.04557,0.023421,0.026533,0.013022
"TG(16:1_32:0)","Triacylglycerols",-0.016052,0.068768,0.055244,-0.034375,0.00071083
"TG(18:2_36:1)","Triacylglycerols",0.015952,0.091681,0.00053696,-0.002071,0.0037761
"TG(16:1_33:1)","Triacylglycerols",-0.015928,0.012135,0.052213,-0.0054319,-0.0083517
"TG(22:4_32:2)","Triacylglycerols",-0.015854,0.069411,0.034867,0.017264,-0.051914
"CE(20:5)","Cholesterol Esters",-0.015826,0.0049468,0.045295,-0.06046,0.0080155
"CE(20:4)","Cholesterol Esters",0.015799,0.034501,0.067195,-0.037148,-0.014162
"TG(18:3_36:1)","Triacylglycerols",-0.015726,0.067441,0.046189,-0.01402,0.011126
"TG(18:2_28:0)","Triacylglycerols",0.015499,0.051929,0.03396,0.0085572,0.038835
"DG(18:1_20:0)","Diacylglycerols",0.015361,0.044036,0.017292,-0.089278,-0.022621
"TG(18:2_38:6)","Triacylglycerols",0.015331,0.032113,0.01631,0.011342,0.087945
"TG(16:0_36:3)","Triacylglycerols",0.015296,0.074879,-0.073243,-0.0027734,0.03502
"TG(20:3_32:2)","Triacylglycerols",-0.015284,-0.014646,0.021598,0.012592,0.0042701
"DHEAS","Hormones",-0.015283,0.017308,0.017715,0.045544,0.045386
"TG(18:1_35:3)","Triacylglycerols",-0.015263,0.068893,-0.050582,-0.040673,-0.032982
"TG(20:1_31:0)","Triacylglycerols",-0.015195,0.048885,0.085171,-0.037679,-0.014335
"TG(18:3_35:2)","Triacylglycerols",-0.015115,0.03297,0.038518,-0.040891,-0.092966
"C5-DC (C6-OH)","Acylcarnitines",-0.015058,0.024284,-0.023641,-0.10601,-0.038967
"TG(16:1_36:2)","Triacylglycerols",0.014734,0.066051,-0.074298,0.033702,-0.066392
"TG(18:3_36:2)","Triacylglycerols",-0.014638,0.04684,0.054073,-0.056659,0.0079172
"TG(16:1_38:5)","Triacylglycerols",-0.014617,0.021198,-0.037999,0.0062192,-0.094313
"TG(20:5_36:2)","Triacylglycerols",0.014603,0.04974,0.039248,-0.031525,-0.076374
"TG(18:2_36:4)","Triacylglycerols",-0.014501,0.058997,0.034555,-0.00034701,-0.049058
"FA(18:0)","Fatty Acids",-0.01427,-0.037204,0.0060925,-0.084684,-0.020609
"TG(18:3_34:2)","Triacylglycerols",-0.014265,0.068536,0.00090955,-0.026303,-0.013265
"Hex3Cer(d18:1/16:0)","Glycosylceramides",0.014068,0.049869,-0.032949,-0.035806,-0.040835
"CE(14:1)","Cholesterol Esters",-0.01401,0.011175,0.0049704,0.011553,-0.1066
"GUDCA","Bile Acids",0.013963,-0.024936,-0.058315,0.02522,-0.024512
"C10:2","Acylcarnitines",0.013866,0.031733,0.017476,-0.073261,-0.028606
"TG(20:2_34:4)","Triacylglycerols",-0.013795,0.015277,-0.095676,0.011505,-0.0085876
"Cer(d18:1/20:0(OH))","Ceramides",0.013787,0.013374,-0.058666,0.057748,-0.000431
"TG(18:1_35:2)","Triacylglycerols",0.01371,0.063114,0.038094,0.031155,-0.018416
"TG(18:3_36:3)","Triacylglycerols",0.01368,0.055014,0.072606,-0.036106,-0.039634
"TG(20:4_35:3)","Triacylglycerols",-0.01367,0.038632,-0.041865,-0.004297,-0.00055996
"DCA","Bile Acids",0.013403,0.025025,-0.042544,0.085605,-0.00049586
"C3:1","Acylcarnitines",0.013318,0.066139,-0.011782,-0.027271,-0.010871
"TG(18:1_31:0)","Triacylglycerols",-0.013204,0.056848,0.034445,-0.056909,-0.083539
"3-IAA","Indoles Derivatives",0.013049,0.050723,0.044841,-0.015274,0.011458
"Cer(d18:0/24:1)","Dihydroceramides",-0.012913,0.0006407,-0.068172,0.0069646,0.046726
"TG(16:0_40:6)","Triacylglycerols",-0.012838,0.046849,-0.072491,-0.02869,-0.012024
"TG(18:2_34:0)","Triacylglycerols",0.012809,0.10904,-0.015527,0.0095816,0.013311
"Cer(d16:1/20:0)","Ceramides",0.012597,0.033039,0.052522,-0.002856,-0.091918
"FA(20:2)","Fatty Acids",-0.012369,-0.046846,-0.024711,-0.071077,-0.083298
"TG(17:1_38:6)","Triacylglycerols",-0.01234,-0.049581,-0.07907,-0.035702,-0.0058496
"DG(18:1_22:5)","Diacylglycerols",-0.012315,0.042375,0.033986,0.010719,-0.10158
"TG(18:0_36:5)","Triacylglycerols",0.012171,0.053721,0.030405,-0.045266,-0.072453
"FA(20:3)","Fatty Acids",0.012055,0.046906,0.030316,0.038461,-0.087583
"Indole","Indoles Derivatives",-0.012034,-0.009961,0.025942,-0.029233,-0.088946
"TG(16:1_34:3)","Triacylglycerols",-0.012017,0.061799,-0.051406,0.033663,-0.01656
"C4:1","Acylcarnitines",-0.011998,0.066027,-0.0094327,0.03651,-0.013237
"TG(16:1_30:1)","Triacylglycerols",0.011977,0.066267,0.040911,-0.013408,0.03969
"TG(18:2_35:3)","Triacylglycerols",0.01168,-0.011721,0.0065609,-0.045967,0.081591
"DG(18:1_20:3)","Diacylglycerols",-0.011613,0.012814,0.024136,0.049141,0.060931
"SDMA","Aminoacids Related",0.011595,-0.024867,0.066291,-0.051852,0.053345
"TG(16:1_38:3)","Triacylglycerols",-0.011518,0.071783,-0.020408,0.014038,-0.031786
"TG(18:2_32:0)","Triacylglycerols",0.011483,0.092879,-0.016125,-0.012732,0.04542
"TG(16:1_36:4)","Triacylglycerols",0.011433,0.057024,-0.059293,-0.050789,0.0038516
"CE(16:0)","Cholesterol Esters",-0.011275,0.021054,0.036949,0.025739,0.069298
"TrpBetaine","Aminoacids Related",-0.011241,-0.05942,-0.032432,0.060389,-0.023522
"TG(22:6_32:1)","Triacylglycerols",0.01123,0.020487,0.034711,0.060626,-0.088106
"DG(16:1_18:1)","Diacylglycerols",-0.011158,0.017097,-0.00020287,0.011586,-0.14323
"TG(18:1_33:1)","Triacylglycerols",-0.010991,0.039767,0.033909,0.045483,-0.014764
"TG(16:0_35:3)","Triacylglycerols",-0.010772,0.069554,0.02219,-0.078115,0.044532
"C10:1","Acylcarnitines",0.01071,-0.0025028,-0.061573,-0.090987,0.024182
"TDCA","Bile Acids",-0.010688,-0.018034,-0.023351,0.022762,-0.02309
"TG(18:1_34:1)","Triacylglycerols",0.010628,0.096377,-0.043583,0.033329,0.015682
"Cer(d18:1/18:0(OH))","Ceramides",-0.010586,0.021797,0.063149,0.0050725,-0.027988
"TG(18:1_36:3)","Triacylglycerols",0.010504,0.063725,-0.039942,-0.059602,0.018015
"CE(18:1)","Cholesterol Esters",-0.01042,-0.054329,-0.043317,-0.08418,-0.020473
"TG(18:0_34:2)","Triacylglycerols",-0.010399,0.07231,-0.017465,0.038962,-0.0059829
"DG(17:0_18:1)","Diacylglycerols",-0.01039,0.0023133,0.067068,0.033023,0.033562
"TG(16:0_38:5)","Triacylglycerols",0.010236,0.077868,-0.011638,-0.024446,0.011383
"TG(20:1_34:1)","Triacylglycerols",-0.010228,0.068141,0.0070479,0.059839,0.030735
"CE(16:1)","Cholesterol Esters",-0.010198,0.017863,-0.0043827,0.026014,0.083946
"TG(17:1_36:3)","Triacylglycerols",0.010168,0.066873,-0.019102,0.018901,0.039128
"TG(16:1_34:1)","Triacylglycerols",-0.010074,0.085463,-0.03436,-0.049252,0.0376
"TG(16:1_36:1)","Triacylglycerols",-0.0099269,0.066631,0.019412,0.024504,-0.094477
"TG(20:1_32:2)","Triacylglycerols",-0.0099252,0.034355,-0.047848,-0.0050608,-0.036829
"C14:2-OH","Acylcarnitines",0.0098381,0.045322,-0.023882,-0.02516,0.047898
"TG(22:6_34:1)","Triacylglycerols",0.0098296,0.031753,-0.018577,0.077663,-0.012707
"TG(20:0_32:3)","Triacylglycerols",0.009829,0.015542,-0.009192,0.082382,-0.0062019
"SM C22:3","Sphingolipids",0.0097894,-0.047209,-0.071954,-0.084755,-0.0037561
"TG(18:3_30:0)","Triacylglycerols",-0.0095925,0.040625,0.061744,-0.01087,0.0034647
"TG(20:4_32:2)","Triacylglycerols",0.0095498,-0.0088308,-0.060629,-0.079944,-0.0056172
"HexCer(d18:1/26:1)","Glycosylceramides",-0.0094061,0.014748,0.041738,-0.045711,-0.023393
"TG(16:1_36:5)","Triacylglycerols",0.0093537,0.058268,-0.013955,-0.037155,0.029637
"TG(16:0_35:2)","Triacylglycerols",-0.0093378,-0.004812,-0.08363,0.0066513,0.034083
"Hex3Cer(d18:1_20:0)","Glycosylceramides",-0.009302,0.046665,0.028921,-0.089471,0.042637
"TG(18:3_32:1)","Triacylglycerols",-0.0092452,0.032354,-0.042619,-0.0080959,0.043854
"HexCer(d18:2/22:0)","Glycosylceramides",0.0091382,0.0034865,-0.030929,-0.03589,-0.078072
"DG(18:0_20:0)","Diacylglycerols",-0.0090697,0.041851,-0.036025,-0.075757,-0.053735
"TG(18:1_36:0)","Triacylglycerols",-0.0090596,0.046356,-0.015709,-0.076644,-0.049423
"HexCer(d18:2/23:0)","Glycosylceramides",0.0090171,-0.033172,-0.021517,0.083851,-0.013422
"C7-DC","Acylcarnitines",0.0089909,0.016099,-0.01437,-0.050266,-0.03272
"DG(14:1_20:2)","Diacylglycerols",0.0088995,0.039883,0.040333,0.034042,0.0087239
"TG(18:1_33:2)","Triacylglycerols",-0.0088638,0.020021,0.079589,0.014046,-0.022294
"DG-O(16:0_18:1)","Diacylglycerols",-0.0088083,0.0011435,0.069317,-0.049673,-0.059772
"GLCA","Bile Acids",0.0087639,0.049111,0.020043,-0.014112,0.01903
"TG(18:2_35:2)","Triacylglycerols",-0.0087141,0.01618,-0.016286,-0.062217,-0.072988
"DG(18:1_20:1)","Diacylglycerols",-0.0086628,0.043121,-0.0036022,0.047227,-0.073432
"TG(18:2_36:0)","Triacylglycerols",-0.008484,0.085102,0.043789,-0.029891,-0.0060912
"Cer(d18:0/24:0)","Dihydroceramides",-0.0084421,-0.039684,-0.047551,0.017539,0.025439
"DG(22:1_22:2)","Diacylglycerols",-0.0084323,-0.0287,-0.0041286,0.066231,0.0051895
"FA(14:0)","Fatty Acids",0.0082885,-0.03383,0.037961,0.021355,-0.0075141
"Cystine","Aminoacids Related",0.0082619,0.070857,0.019397,0.023412,-0.021435
"TG(18:3_34:3)","Triacylglycerols",0.0081525,0.02205,-0.00050244,0.063898,-0.013183
"TG(18:1_33:3)","Triacylglycerols",-0.0081038,0.0096627,0.0070659,0.061646,-0.01962
"TG(20:3_34:2)","Triacylglycerols",0.0080869,0.053934,-0.032178,0.070549,-0.026317
"Ac-Orn","Aminoacids Related",0.0077934,0.034925,-0.050651,0.056903,0.021145
"TG(16:0_28:2)","Triacylglycerols",-0.007657,0.049958,0.054531,-0.053009,0.020671
"TG(18:0_34:3)","Triacylglycerols",-0.0075608,0.049932,-0.035488,0.019456,-0.0080006
"FA(12:0)","Fatty Acids",-0.0073756,-0.0344,0.030094,0.074667,-0.00084795
"TG(20:1_30:1)","Triacylglycerols",0.0073341,0.023847,0.037999,-0.051499,0.054293
"TG(18:2_36:3)","Triacylglycerols",-0.0071828,0.090682,0.01511,0.04375,0.010907
"CE(22:2)","Cholesterol Esters",-0.007104,-0.023654,0.037981,0.072839,-0.04326
"CE(22:5)","Cholesterol Esters",0.0069893,0.012271,0.031538,0.0077873,0.0040258
"HexCer(d16:1/24:0)","Glycosylceramides",-0.0068964,-0.0044793,0.0009997,-0.043344,0.0047539
"TG(14:0_35:2)","Triacylglycerols",-0.0068594,0.020582,0.013257,-0.0093339,-0.053117
"TG(22:5_32:0)","Triacylglycerols",-0.0065104,0.030448,-0.014064,-0.014655,-0.12232
"Hex2Cer(d18:1/24:0)","Glycosylceramides",-0.006468,-0.058998,0.044284,0.060861,-0.027817
"DG(18:1_20:4)","Diacylglycerols",-0.00639,0.060269,-0.013031,-0.0466,-0.0026994
"TG(20:3_34:3)","Triacylglycerols",-0.0063742,0.010496,-0.01272,0.020018,0.040622
"TG(17:1_36:5)","Triacylglycerols",-0.0063263,0.044039,-0.048214,-0.064667,-0.02028
"DG(16:1_18:0)","Diacylglycerols",-0.0061925,0.011384,-0.058194,-0.035094,-0.0074444
"TG(20:1_34:3)","Triacylglycerols",-0.0061451,0.0725,0.010334,0.046982,0.0089398
"TG(18:3_34:1)","Triacylglycerols",-0.0061387,0.081875,-0.00039634,-0.06057,-0.034406
"TG(17:2_36:3)","Triacylglycerols",0.0060842,0.076471,-0.04867,-0.013217,0.012134
"TG(18:3_34:0)","Triacylglycerols",-0.0060178,0.074317,0.0018838,-0.0063692,0.040625
"TG(16:0_36:4)","Triacylglycerols",0.0060157,0.092482,-0.021702,0.023343,0.014113
"TG(22:4_32:0)","Triacylglycerols",0.0059734,0.058901,0.0061424,-0.035067,-0.06354
"CE(15:0)","Cholesterol Esters",-0.0059415,0.038991,0.013729,0.021768,-0.02547
"Cer(d18:2/14:0)","Ceramides",-0.0059281,0.036667,0.032799,-0.054943,0.039433
"TG(16:0_36:2)","Triacylglycerols",-0.005925,0.10129,-0.044241,-0.011363,0.031401
"FA(16:0)","Fatty Acids",0.0059153,-0.0047981,0.009593,-0.11981,0.0179
"TLCA","Bile Acids",0.0058434,0.031214,0.023594,0.028183,-0.0023377
"TG(18:1_36:4)","Triacylglycerols",-0.0058262,0.059377,-0.021014,-0.065536,-0.025814
"DG-O(14:0_18:2)","Diacylglycerols",0.0056782,0.022255,-0.033648,-0.026234,-0.021354
"TG(16:0_37:3)","Triacylglycerols",0.0055751,0.044393,-0.013922,-0.098994,-0.016928
"TG(16:0_34:1)","Triacylglycerols",0.0055602,0.10639,0.028137,0.00071278,-0.0055525
"TG(14:0_34:2)","Triacylglycerols",-0.0055489,0.064661,0.0055029,0.049405,0.032226
"CE(18:2)","Cholesterol Esters",-0.0055304,-0.017143,0.017575,-0.051119,-0.0085552
"PC aa C26:0","Glycerophospholipids",-0.0054296,-0.019427,0.079444,-0.052352,-0.0083205
"TG(20:2_34:1)","Triacylglycerols",0.0054103,0.066603,-0.061612,0.00086928,-0.054418
"DG(18:1_20:2)","Diacylglycerols",-0.0053885,0.088089,-0.0313,-0.0082584,0.047465
"C6 (C4:1-DC)","Acylcarnitines",-0.0053375,0.034878,-0.034916,-0.10444,-0.018033
"HexCer(d16:1/22:0)","Glycosylceramides",-0.0053173,0.003763,0.034488,0.077128,0.027666
"TG(20:3_36:3)","Triacylglycerols",0.0052671,0.068778,-0.054799,-0.0058644,-0.0017812
"TG(14:0_36:1)","Triacylglycerols",0.0052296,0.029383,0.018976,-0.0074013,-0.09409
"HexCer(d18:2/18:0)","Glycosylceramides",0.0051571,-0.0033483,-0.066016,0.01107,-0.0089628
"TG(20:4_32:0)","Triacylglycerols",-0.0050906,0.052811,0.052063,-0.055418,0.024662
"Hex2Cer(d18:1/24:1)","Glycosylceramides",-0.0049849,0.058331,-0.00061591,-0.049144,-0.041518
"TG(18:1_32:1)","Triacylglycerols",0.0049217,0.080692,-0.023044,0.055636,-0.038168
"DG(18:2_18:3)","Diacylglycerols",0.004782,0.035857,0.022804,-0.018097,-0.09253
"TG(16:0_34:4)","Triacylglycerols",-0.004743,0.033665,-0.019569,0.038347,-0.099434
"TG(20:1_34:2)","Triacylglycerols",-0.0047265,0.081928,-0.045944,0.039236,0.027248
"CE(20:3)","Cholesterol Esters",0.0047047,-0.013414,0.015337,-0.024625,-0.09186
"TG(18:1_32:0)","Triacylglycerols",0.0044813,0.10432,0.0029347,0.021332,-0.039065
"DiCA(14:0)","Carboxylic Acids",-0.0043351,0.0061683,0.015497,0.005662,0.012682
"TG(16:0_33:2)","Triacylglycerols",0.0043265,0.017857,-0.023908,-0.099397,0.0030317
"TG(16:0_32:2)","Triacylglycerols",0.0042987,0.082868,0.05565,-0.025887,-0.012142
"Hex3Cer(d18:1_22:0)","Glycosylceramides",0.0042618,0.053731,0.030641,-0.041457,0.043819
